uuid,name,description,region,symptoms,crude_drags,prescriptions,treatment,references
91197c37fd0c49c3844084db751745c3,肝鬱血虚,精神的ストレス・緊張などによって肝気の疏泄が失調し、血を消耗したり脾胃の運化を失調させて気血の産生が不足するために、肝血が虚して柔肝できないので肝気をさらに失調させ、これにより心神が乱されて不眠が発生する病態である。,精神・神経,いらいらして寝つけない・眠りが浅い・すぐに目が覚めるなどとともに、怒りっぽい・ゆううつ・ため息・顔色につやがない・胸脇部が脹って苦しい・月経不順・舌質が淡・脈が弦で細いなどがみられる。,疏肝解鬱の柴胡・青皮・香附子・川芎、養血柔肝の白芍・当帰・熟地黄、健脾により生血を助ける白朮・茯苓、安神の酸棗仁湯,逍遙散・加味逍遙散・抑肝散加陳皮半夏・抑肝散・酸棗仁湯,肝の疏泄を順調にして鬱滞を解くとともに、肝血を滋養し肝気を柔順にし、心神を安定させる、《疏肝解鬱・養血安神》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
574ebe8e0ca14a579d4909ba034a259f,心脾両虚,過度の思慮や過労による心血の消耗と脾気の損傷で、心血と脾気の両面が不足し、脾による気血の生成も不足するため、心血の濡養が不十分になって心神が不安定になり不眠が生じる病態である。,精神・神経,眠りが浅く夢をよくみて夜間によく目が覚める、顔色につやがない・動悸・物忘れ・舌質が淡泊・脈が細いなどの心血虚の症状に、食欲不振・疲れやすい・倦怠感・日中に眠い・脈が弱いなどの脾気虚の症状を伴う。,益気健脾の人参・黄耆・白朮・炙甘草・大棗、養血安神の当帰・白芍・熟地黄・竜眼肉・酸棗仁・遠志・小麦など。,帰脾湯・加味帰脾湯・人参養栄湯・甘麦大棗湯,脾気を健運させて気血の産生を促し、心血を滋養して心神を安定させる、《益気健脾・補血養心》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
c7a325a5691f428a9679e0faa1f908b6,心陰虚,精神的ストレスの持続・慢性病・熱病などによって心の陰血が消耗し、陰血不足により陽気が有余して内熱が生じ、陰血による滋養が得られず、内熱が上擾するために心神が不安になり不眠を生じる,精神・神経,寝つきが悪い・眠りが浅い・夢をよくみる・すぐに目が覚めるなどとともに、動悸・焦燥感・物忘れ・体の熱感・頭面部のほてり・口内炎・舌質が絳・少苔～無苔・脈が浮で速く力がないなどがみられる。,滋陰養血の生地黄・熟地黄・玄参・天門冬・表門冬・白芍・当帰・養心安神の丹参・柏子仁・酸棗仁・五味子など。,天王補心丹,陰血を滋養することにより心神を安定させる、《滋陰養血・安神》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
5bd844406be746b4b6f1e9cbd6f11475,心腎不交,慢性病・熱病・過労・精神的ストレスの持続などで腎の陰液（腎水）が不足し、心の陰液を滋潤できないために心火が抑制されないまま上亢したり、心火が熾盛で次第に陰血を消耗して腎陰（腎水）が虚し、心火が上亢したまま下交せず、腎水が不足して心の陰液を助けないために、心と腎が交通しなくなって重度の不眠をきたす病態である。太陽が水を温めて水蒸気が上昇するように、心火（心陽）が下行して腎水（腎陰）を温め、腎水が上行して心の陰液を滋潤するという「水火既済」「心腎相交」の状態が正常であり、心火と腎水が相交しないこの病態を「心腎不交」という。,精神・神経,焦燥感があって夜通し眠れず、輾転反側（何度も寝がえりをうつ）し、動悸・口内炎・頭のふらつき・体の熱感・咽の渇き・腰や膝がだるく無力・舌質が絳・舌苔が少ない・脈が浮で速く力がないなどを伴う。,清心火の黄連・黄芩、滋腎陰の阿膠・生地黄・白芍、交通心腎の鶏子黄など。,黄連阿膠湯,心火を清すると同時に腎陰を滋潤して、水火既済を回復させる、《清心火・滋腎陰・交通心腎》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
fe036e42446148fea95d1f7d80900aaf,心胆虚怯,先天的虚弱・過労・高度の精神的ストレス・慢性病などのために虚弱で心神が不安なものが、驚いたり恐怖にさらされ、胆気が虚してさらに驚きやすくなり、心神不安が甚だしくなった病態である。,精神・神経,怖くてひとりで眠ることができず、ビクビクして驚きやすく、すぐに目が覚めておびえ、元気がない・動悸・落ち着かない・脈に力がないなどがみられる。,益気健脾の人参・茯苓・茯神、鎮心定驚の竜骨・牡蠣など。,安神定志丸,元気や機能を高めて驚かないようにし、心神を安定させる、《益気定驚・安神》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
bc9e0ecec2b84a77b172f66d735ddddb,痰濁上擾,偏食・嗜好・美食・食事の不規則・暴飲暴食・飲酒といった食習慣および体質などの関連で、脾の運輸が障害されて津液が停滞して水湿になり、水湿が集まって粘稠な痰となり、痰が内風や火熱とともに東部に上昇して擾乱し、めまいを引き起こす病態である。古人が「脾は生痰の源である」と指摘しているように、痰を生じる根本原因は、津液の吸収と運輸を主っている「脾」にある。古来「痰がなければめまいが起こらない」といわれてるように、水液が停滞して粘稠な塊になった「痰」が、何らかの機序で頭部に上昇し、内耳の平衡感覚や眼球の運動、さらに脳の機能などを阻害し、めまいを引き起こす状態に相当する。,精神・神経,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
7383b290e20045a4a9e8f3c3dc8033d4,風痰上擾,疲労・緊張・いらいら・睡眠不足・暴飲暴食といった様々な原因で気機が失調して内風を生じ、体内に伏在している「痰」が内風とともに上昇し、めまいを発生させる病態である。,精神・神経,回転性の強いめまいで立っていられず、同時に激しい吐き気・嘔吐を伴い、普段から食欲不振・満腹・体が重だるい・頭が重い・軟便・白膩苔などを呈している。,熄風化痰の天麻・半夏、健脾祛湿の白朮・茯苓など。,半夏白朮天麻湯・釣藤散,内風を止め痰を除くとともに、津液の吸収や運輸の改善して痰の産生を防止する、《熄風化痰・健脾祛湿》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
55ced4a60f2a4e9c8eb219bf2e1957da,痰熱上擾,精神的ストレス・怒りなどによる肝火、あるいは辛辣なものの摂取や飲酒癖による胃熱などで、内生した火熱が伏在している「痰」と結びつき、東部に上昇してめまいを発生させる病態である。,精神・神経,めまい・吐き気・嘔吐とともに、いらいら・怒りっぽい・不眠・口が苦い・黄色く苦い吐物・胃痛・黄膩苔・脈がやや速いなどの痰熱の症状がみられる。,清熱化痰の竹筎・貝母・栝楼仁・胆南星、清熱の黄連・黄芩など。,温胆湯・黄連温胆湯,熱を冷まし興奮を静め痰を除く、《清熱化痰》を行う,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
a540773cbc2d4a5995cfc5165987e665,風火上煽,内生した火熱が内風とともに頭部を擾乱する病態で、火が風を起こし風が火を煽って上部に燃え上がるさまにたとえられる。いわゆる「頭に血がのぼる」ことで、自律神経系の興奮による代謝の亢進や脳の充血に相当する「火」が生じ、脳の興奮・内耳の平衡失調などによるめまい・頭痛という「風」の症状が引き起こされ、これがさらに自律神経系の興奮を助長するという関係に相当する。高血圧症・更年期障害・自律神経失調症などでよくみられ、脳卒中の前兆でもあるので注意が必要である。古書に「諸風掉眩はみな肝に属す」と記載されているように、めまい（掉眩）という「風」に症状は自律神経系に相当する「肝」と密接な関係があり、肝は木臓であり、木の枝が風によって揺れ動くような関係とみなされる。,精神・神経,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
81efebbe39c248728f0d2b5f52b7df22,肝陽化風,精神的ストレス・激しい怒り・感情の鬱積などで肝火と内風が生じ、風火が頭面に上昇してめまいを引き起こす病態である。気力・体力などの消耗は明らかではなく、激しい持続的な症状を呈するのが特徴である。,精神・神経,強いめまい・ふらつき・割れるような持続性の頭痛・難聴・耳鳴りなどの内風の症状とともに、いらいら・怒りっぽい・のぼせ・顔面紅潮・目の充血・口が苦い・不眠・舌質が紅・舌苔が黄・脈が弦で速く有力などの火熱の症状がみられる。甚だしければ卒倒して意識不明に陥る。,釣藤鈎・天麻・羚羊角・石決明・竜胆草など。,天麻釣藤飲・竜胆瀉肝湯,脳や自律神経の興奮を静め肝火と内風を除く、《清肝熄風》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
e7bdcf1beac44e0f8b21491d703e6cc4,陰虚陽亢,先天性虚弱・慢性病、あるいは熱病や肝陽化風などが長引いて陰液が消耗し、陰液不足で陽気が抑制されないままに亢盛になり、虚熱となって頭面部を擾乱してめまいを引き起こす病態である。水が不足して枯れかけた木が揺らぎやすいことにたとえられ、体の栄養状態が衰えて体液が不足したために、自律神経系が興奮しやすくなってめまいを引き起こす状態に相当する。肝陽化風と症状は似ているが、間歇性・反復性であまり激しい症状ではなく、陰液不足を伴うのが特徴である。,精神・神経,めまい・ふらつき・頭痛などが反復して時々起こり、目の乾燥感・皮膚の乾燥・口の乾燥・るい瘦・のぼせ・ほてり・ねあせ・焦燥感・夢をよくみる・舌質が絳・少苔～無苔・脈が浮で速く力がないなどが現れる。,滋陰の生地黄・白芍・枸杞子・阿膠、滋陰潜陽の亀板・鼈甲など。,鎮肝熄風湯・大定風珠,体を栄養・滋潤することにより興奮を静め熱を冷ます、《滋陰潜陽》,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
8a5a6ac28c104fa082bfc14f7822cc44,虚証,人体の構成成分である気・血・精が不足した状態である。,精神・神経,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
ccd6b6d90b09462dba88a0e1d4f234f8,気虚下陥,先天性虚弱・慢性病・老化・過労などで気が不足し、気機が下陥するために清陽が上昇せず、頭面部が空虚になってめまいが生じる病態である。気力や機能が不足したアトニーの状態に相当し、重力に抵抗して血液を上部に押し上げる推動力が不足しているために脳虚血が生じ、めまい・ふらつきが発生する。,精神・神経,立ちくらみや動作時のふらつきが主体で、疲労時顕著になり、疲れやすい・元気がない・脈が弱いなどを伴う。,黄耆・人参・柴胡・升麻・葛根など。,補中益気湯・清暑益気湯・黄耆建中湯,気力を高め元気をつけ、筋緊張を強めて頭部の循環を改善する、《益気昇陥》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
92a27321d966471abe1c2d43e6cd12ec,血虚,先天性虚弱・産後・出血・慢性病などで血が不足し、頭面部に十分な血液が供給されないのでめまい・ふらつきが現れる。非常によくみられる病態である。,精神・神経,急に首を動かしたり体を動かすとクラッとなり、普段から頭がぼんやりする・目のかすみ・目の乾燥・顔色が悪い・爪の色が悪い・四肢のしびれ・舌質が淡泊・脈が細いといった血虚の症状がみられる。多くの場合、元気がない・疲れやすい・気力がない・脈が無力などの気虚の症状を伴っている。,益気の黄耆・人参、養血の熟地黄・当帰・白芍・川芎など。,当帰補血湯・十全大補湯・人参養栄湯・帰脾湯,栄養・滋潤し循環血液量を増す養血が目的であるが、機能を高める益気を通じて目的をより速やかに達成するために、《益気養血》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
1d8762c783424eaeaf2d160588d36d9a,腎精不足,先天性虚弱・老化・過度の性生活・多産などによって、腎精が不足して脳を上栄できないためにめまいが生じる病態である。「髄海空虚」とも称され、「腎が精を蔵し、精は髄を生じ、髄が集まって脳となる」ので、原因は腎精の不足である。脳の代謝・栄養・循環などすべての面が衰えた状態に相当する。,精神・神経,頭のふらつき・めまい感が慢性的に持続し、思考力減退・耳鳴り・物忘れ・目のかすみ・腰や下肢がだるく無力・舌質が嫩・脈に力がないなどを伴う。陽気の衰弱を伴うと冷え・寒がる・舌質が胖大・舌苔が白滑・脈が沈で遅いなどの虚寒が現れ、陰虚が顕著になるとほてり・のぼせ・舌質が絳・少苔～無苔・脈が浮で速いなどの虚熱が生じる。虚熱が甚だしくなると前述の「陰虚陽亢」の状態になり、めまいが強くなる。,「血肉有情」の品といわれる益精の動物薬である鹿茸・鹿角膠・阿膠・亀板・亀板膠・紫河車、補腎の地黄・山茱萸・五味子・杜仲など。,亀鹿二仙膠・左帰飲・左帰丸 虚寒を呈するときは、温陽散寒の附子・肉桂などを加える。 右帰飲・右帰丸・八味地黄丸 虚熱を呈するときは、清虚熱の牡丹皮・地骨皮・知母などを加える。 知柏地黄丸,生命の根源である精を養う物質を補充する、《補腎益精》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
2c121dbedcd54c8ea55d59a0ef4ee743,阻滞精陽,体内に発生した病理的産物が、軽清昇発の気である清陽の上昇を阻滞する状態である。,精神・神経,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
ba28b573244c47ab8b0d1e686ee69f4f,水飲阻滞,先天性虚弱・慢性病・老化・過労などで陽気が不足し、津液が停積して稀薄な水飲に変化し、水飲が三焦を通じて上犯し、時にめまいを引き起こす病態である。水飲はよく移動するので、めまいは間歇的である。停滞した水液が血行や機能を阻滞した状態に相当し、頭部に十分な血液が送られないときにめまいが生じる。,精神・神経,時に発作性のめまい感・ふらつきがあり、むくみ・吐き気・嘔吐・下痢・舌苔が滑などを伴う。,温陽の附子・桂枝・乾姜、利水の白朮・茯苓など。,五苓散・茯苓飲・苓桂朮甘湯・真武湯,温めて機能を活発にして水飲を除く、《温陽利水》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
d84a491890e9414286d4e7015611e102,瘀血阻滞,外傷などで生じた瘀血が清陽の上昇を阻滞してめまいを生じる病態である。頭部打撲・むちうちなどの後遺症としてみられ、微小・散在性の内出血や軟部組織の障害により、脳や内耳の血行が阻滞されて発生するめまいである。,精神・神経,めまい・頭痛・肩こり・耳鳴りが増減しながら持続し、天候や体調によって変動する、舌の紫暗や瘀点・瘀斑がみられる。,桃仁・紅花・丹参・蘇木・大黄など。,桂枝茯苓丸・通導散・血府逐瘀湯,内出血を吸収し循環を改善する、《活血化瘀》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
b42aa51ad03b4fd1ae28388936f9cfc5,外感頭痛,外部が侵襲して経路を阻滞することにより頭痛が生じる病態であり、風邪が他邪を伴って侵犯するのが一般的である。いわゆる「かぜひき」の頭痛や感染症の頭痛に相当し、体の違和感・寒気・発熱などの感冒症状を伴っているのが特徴である。,精神・神経,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
da840e4707a34e44b991838949ad336f,風寒頭痛,風寒の邪が侵襲し、凍結の性質をもつ寒邪が経路を凝滞させて頭痛を引き起こす病態であり、邪が一身の表（体表の大部分を占める）である太陽経を犯すことが多いので、太陽頭痛を呈するのが一般的である。,精神・神経,強いしめつけられるような頭痛で、項背部のこわばりを伴うことが多く、強い寒気・軽度の発熱・汗が出ない・体の痛み・脈が浮で緊張するなどがみられる。,麻黄・桂枝・荊芥・防風・生姜・蘇葉・葱白・細辛・白芷など。,麻黄湯・桂枝湯・葛根湯,体を温め発散することにより汗を出させて邪を外部に追い出す、《疏風散寒》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
0b31444ac03745cf9c409a6d744d0233,風熱頭痛,風熱の邪が侵襲し、邪熱が経路を擾乱するために頭痛が生じる病態である。年間を通じてよくみられる感冒、あるいはインフルエンザや炎症性疾患の初期に相当する。,精神・神経,脹ったような頭痛で、寒気は軽度で熱が高く、目の充血・咽痛・体の熱感・脈が浮で速いなどを伴う。,薄荷・桑葉・菊花・牛蒡子・金銀花・蓮翹など。,銀翹散・清上防風湯,体表を開いて熱を放散し邪を外部に追い出す、《疏散風熱》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
c7312f286a8847be9960d72c1e05688f,風湿頭痛,風湿の邪が侵入し、粘滞する湿邪が経路を阻滞するために頭痛が生じる病態であり、寒邪を伴う場合（風寒湿）もある。湿度の高い季節や環境での感冒に相当する。,精神・神経,重く包まれてしめつけられるような頭痛で、寒気や発熱は強くなく、体が重だるく痛む・腹満・脈が浮などを伴う。,疏風除湿の防風・羗活・独活・藁本・蔓荊子・蒼朮・薏苡仁、散寒の細辛・白芷・桂枝など。,羗活勝湿湯・九味羗活湯・荊防敗毒散,体表を開き邪を発散するとともに湿気を吸収し行らせて除く、《疏風除湿》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
